ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y,Longitude,Latitude
1033,0,0,0,0,232.19,11.24,223.92,0,529501.3547,180827.2301,-0.13523081191903163,51.511539256614114
1034,0,0,0,0,233.57,14.98,223.21,0,529507.0376,180831.1619,-0.13514752298434582,51.51157328912281
1035,0,0,0,0,212.89,7.49,203.58,0,529491.8795,180845.2259,-0.13536067173941935,51.51170314871363
1036,0,0,0,0,203.21,13.9,194.03,0,529485.6562,180852.7408,-0.13544754355676053,51.511772107627834
1037,0,0,0,0,197.97,18.94,188.66,0,529482.6809,180857.2492,-0.13548874027568808,51.51181330439214
1038,0,0,0,0,194.36,22.21,185.19,0,529480.1889,180859.8765,-0.13552366666697593,51.51183748564529
1039,2,0,2,0,190.42,26.32,181.03,1,529478.1685,180863.5123,-0.13555143095745037,51.511870621986276
1040,0,0,0,0,205.43,9.33,202.62,0,529473.541,180837.683,-0.1356275541379048,51.511639561704364
1041,0,0,0,0,200.43,14.03,198.13,0,529469.7261,180840.9742,-0.1356812895676497,51.51167001202606
1042,0,0,0,0,193.94,20.06,191.98,0,529465.5574,180845.9505,-0.13573950235240775,51.511715686775396
1043,0,0,0,0,188.62,25.17,186.94,0,529462.1573,180850.0494,-0.1357869675861648,51.51175330063669
1044,0,0,0,0,182.77,39.86,181.72,0,529457.8275,180854.025,-0.13584786789394981,51.51179001923845
1045,1,0,1,0,183.99,33.02,175.59,1,529472.4273,180866.7544,-0.13563292771766222,51.511901072099405
1046,1,0,1,0,175.56,41.41,167.02,1,529467.5192,180873.9043,-0.13570099233370486,51.51196644959504
1047,4,0,4,0,176.07,45.69,175.12,1,529454.1382,180859.7112,-0.13589891613356805,51.51184196381828
1048,0,0,0,0,169.35,51.32,168.84,0,529449.8402,180864.8835,-0.13595891966811852,51.51188942944885
1049,0,0,0,0,162.76,56.71,163.03,0,529445.0603,180869.4456,-0.13602608762344265,51.5119315216761
1050,0,0,0,0,155.17,63.38,156.23,0,529439.8821,180874.9941,-0.13609863032063263,51.511982569493505
1051,1,0,1,0,150.69,66.22,142.26,1,529452.1419,180894.1414,-0.1359150369196291,51.51215183407386
1052,0,0,0,0,145.05,60.91,136.35,0,529449.0272,180899.2442,-0.13595802404048465,51.5121984042717
1053,0,0,0,0,145.51,63.2,146.31,0,529435.4852,180884.0505,-0.13615863396443362,51.51206496284085
1054,2,0,2,0,139.79,57.66,130.93,1,529445.9873,180903.8507,-0.1360001160073717,51.51224049724233
1055,1,0,1,0,133.39,50.93,124.28,1,529442.298,180909.5368,-0.1360511649490439,51.51229244086023
1056,1,0,1,0,129.29,46.4,119.49,1,529440.506,180913.9757,-0.13607534579316738,51.51233274200935
1057,0,0,0,0,124.01,40.93,114.25,0,529437.1009,180918.2738,-0.13612281087963862,51.51237214703194
1058,0,0,0,0,119.21,35.72,108.86,0,529434.6152,180923.0937,-0.13615684304859993,51.512416030862724
1059,0,0,0,0,114.32,30.52,103.64,0,529431.7643,180927.6053,-0.13619624814105138,51.51245722767204
1060,0,0,0,0,139.82,63.75,140.7,0,529432.4973,180889.0569,-0.13619983039769848,51.512110637615095
1061,0,0,0,0,135.51,59.67,136.8,0,529429.7389,180892.375,-0.1362383408085419,51.51214108763193
1062,0,0,0,0,130.15,54.23,131.47,0,529427.0046,180897.1885,-0.13627595569905512,51.512184970809436
1063,1,0,1,0,124.15,48.14,125.52,1,529423.9444,180902.5917,-0.13631804811512122,51.512234228006406
1064,0,0,0,0,118.24,42.4,119.93,0,529420.5837,180907.5886,-0.1363646175562308,51.512279902667224
1065,1,0,1,0,114.34,38.02,115.58,1,529419.1722,180911.7382,-0.13638342465692274,51.51231751683127
1066,1,0,1,0,107.5,31.19,108.84,1,529415.5946,180917.9255,-0.13643268155848232,51.512373938852264
1067,0,0,0,0,100.62,24.34,101.96,0,529412.074,180924.3135,-0.13648104403680392,51.51243215143759
1068,0,0,0,0,94.98,18.39,95.84,0,529409.6252,180930.1309,-0.136514179330431,51.51248499094291
1069,2,0,2,0,90.43,15.5,92.27,1,529406.3722,180933.3367,-0.13655985490999514,51.51251454483148
1070,2,0,2,0,107.84,16.53,72.23,1,529441.9669,180968.9236,-0.1360341490240099,51.51282620698976
1071,4,0,4,0,104.77,24.24,80.6,1,529434.5125,180953.9846,-0.13614699128234498,51.512693661110866
1072,2,0,2,0,112.19,32.76,89.4,1,529439.6094,180946.7398,-0.1360762405816662,51.51262738781518
1073,2,0,2,0,115.85,37.25,93.94,1,529441.8858,180942.8115,-0.1360448957186401,51.51259156439428
1074,4,0,4,0,119.76,41.69,98.44,1,529444.4679,180939.0904,-0.1360090720576235,51.51255753303401
1075,1,0,1,0,124.16,45.86,102.75,1,529447.9022,180936.0885,-0.13596071083042222,51.51252976981982
1076,0,0,0,0,111.79,21.48,77.52,0,529445.0614,180964.6175,-0.13599115992159824,51.51278680113137
1077,1,0,1,0,115.91,26.7,82.98,1,529448.1608,180960.1123,-0.1359481733595972,51.512745604887684
1078,0,0,0,0,121.75,33.77,90.17,0,529452.5958,180954.4452,-0.13588637710924573,51.51269366127653
1079,0,0,0,0,126.46,28.71,96.1,0,529455.954,180949.5479,-0.13583980720652108,51.51264888207524
1080,0,0,0,0,130.05,26.32,100.5,0,529458.4714,180945.9247,-0.13580487958102103,51.512615745260746
1081,0,0,0,0,133.97,24.01,104.93,0,529461.4162,180942.6114,-0.13576368268552635,51.512585295567916
1082,0,0,0,0,137.94,23.28,110.02,0,529463.8943,180938.0903,-0.13572965060850545,51.51254409858701
1083,0,0,0,0,128.85,37.64,108.03,0,529450.9966,180931.7824,-0.1359177235048543,51.512490363958946
1084,1,0,1,0,134.7,36.85,114.34,1,529454.9788,180926.8014,-0.13586219735237623,51.51244468974626
1085,0,0,0,0,138.96,36.95,118.93,0,529457.8691,180923.1877,-0.13582189570917771,51.51241155295039
1086,1,0,1,0,143.52,37.89,123.89,1,529460.8317,180919.1772,-0.13578069840469809,51.51237483367488
1087,1,0,1,0,148.68,39.66,129.48,1,529464.1798,180914.6783,-0.13573412822194167,51.51233363703976
1088,0,0,0,0,154.4,42.66,135.76,0,529467.732,180909.487,-0.13568487262965986,51.512286171283755
1089,0,0,0,0,159.09,45.35,140.76,0,529470.7568,180905.4782,-0.13564277909517466,51.51224945299919
1090,1,0,1,0,164.96,32.78,147.24,1,529474.1924,180899.9849,-0.13559531380997872,51.51219929992285
1091,1,0,1,0,170.57,32.28,152.84,1,529478.2139,180895.9018,-0.1355388928612268,51.512161685705394
1092,2,0,2,0,142.58,22.59,115.18,1,529467.2893,180934.1906,-0.1356821849842247,51.512508276014
1093,0,0,0,0,148.09,25.12,122.13,0,529470.4966,180927.8943,-0.1356383020963789,51.5124509589139
1094,0,0,0,0,152.69,25.95,126.75,0,529474.1795,180924.8987,-0.13558635845221154,51.51242319525072
1095,0,0,0,0,156.48,27.97,130.87,0,529476.8707,180921.7783,-0.13554874355164215,51.51239453707517
1096,3,0,3,0,161.24,30.54,135.78,1,529480.5016,180918.3828,-0.13549769568742226,51.51236319150529
1097,0,0,0,0,165.08,19.81,140.92,0,529482.1275,180913.1424,-0.1354762016777726,51.51231572544747
1098,0,0,0,0,168.09,18.97,144.27,0,529484.0628,180910.4014,-0.13544933448701332,51.51229064985492
1099,0,0,0,0,184.24,34.69,166.3,0,529488.2811,180886.392,-0.13539739107445878,51.5120739192201
1100,0,0,0,0,197.98,28.37,180.28,0,529497.6902,180875.8688,-0.13526573987182772,51.51197719615951
1101,0,0,0,0,203.59,21.78,185.77,0,529501.8906,180872.0892,-0.13520663152117632,51.511942268279014
1102,0,0,0,0,202.2,14.85,179.79,0,529508.3571,180884.3124,-0.13510901323161337,51.51205063346795
1103,0,0,0,0,209.24,17.91,187.34,0,529512.8644,180878.2486,-0.13504632317588247,51.51199510785509
1104,0,0,0,0,213.62,14.25,191.88,0,529515.874,180874.8373,-0.1350042300423678,51.51196376236891
1105,0,0,0,0,212.85,15.85,201.71,0,529495.6284,180849.4073,-0.13530514489573517,51.51173986722823
1106,0,0,0,0,215.02,20.12,201.98,0,529500.8445,180852.1313,-0.13522902183890706,51.51176315256355
1107,0,0,0,0,215.61,17.7,201.02,0,529504.3055,180855.4085,-0.13517797304937829,51.51179181118438
1108,0,0,0,0,216.49,13.21,200.3,0,529508.015,180858.692,-0.1351233429261589,51.51182046949245
1109,4,0,4,0,216.44,10.14,198.71,1,529510.8393,180862.5509,-0.1350812504337752,51.5118545014235
1110,0,0,0,0,233.96,26.96,221.51,0,529512.0115,180836.0722,-0.13507408595646964,51.511616277400385
1111,0,0,0,0,233.47,21.5,219.34,0,529515.3748,180840.7421,-0.13502393319155068,51.511657474077445
1112,0,0,0,0,234.48,17.12,218.65,0,529519.6956,180844.4398,-0.13496034704882323,51.51168971459944
1113,0,0,0,0,234.98,13.5,217.6,0,529523.2682,180848.2181,-0.13490750696772502,51.51172285076833
1114,0,0,0,0,235.22,10.88,216.32,0,529526.5249,180852.1877,-0.13485914625545822,51.51175777841464
1115,0,0,0,0,244.52,14.29,222.26,0,529540.1133,180855.4453,-0.13466224729772422,51.51178394110053
1116,0,0,0,0,250.62,9.23,228.51,0,529544.4011,180850.8874,-0.13460216662173322,51.51174199857132
1117,0,0,0,0,255.69,7.54,233.92,0,529547.5058,180846.4254,-0.13455909009490244,51.511701188844356
1118,0,0,0,0,262.29,10.3,240.91,0,529551.5865,180840.727,-0.13450241101163438,51.51164904440037
1119,1,0,1,0,271.05,21.28,254.01,1,529547.837,180821.0795,-0.13456362468158958,51.51147333756339
1120,1,0,1,0,250.49,9.65,225.56,1,529549.9214,180859.7318,-0.13451941516911875,51.51182021581734
1121,0,0,0,0,251.73,12.54,225.41,0,529553.5284,180863.3557,-0.13446613586660164,51.511851956359024
1122,0,0,0,0,254.69,14.07,227.51,0,529557.5174,180864.3404,-0.13440832377821493,51.511859891730474
1123,0,0,0,0,266.29,8.8,241.3,0,529562.3737,180849.8318,-0.13434370896593353,51.51172839512151
1124,0,0,0,0,265.07,6.82,241.45,0,529558.534,180846.0758,-0.13440038809624769,51.51169552080271
1125,0,0,0,0,267.78,14.75,246.67,0,529555.0877,180836.149,-0.13445366678599954,51.511607101353704
1126,1,0,1,0,272.99,19.47,252.03,1,529558.5761,180832.0753,-0.13440492185108732,51.51156969320047
1127,0,0,0,0,280.38,12.28,259.96,0,529562.7644,180825.2443,-0.13434710926347634,51.51150734572481
1128,0,0,0,0,297.12,14.41,278.07,0,529571.4445,180808.9411,-0.13422808328191246,51.51135884554974
1129,2,0,2,0,300.65,10.3,282.04,1,529572.8059,180804.9393,-0.13420994561678629,51.51132257076499
1130,0,0,0,0,304.88,4.78,287.0,0,529573.8126,180799.4148,-0.13419747548568559,51.51127269323206
1131,0,0,0,0,315.86,8.41,303.94,0,529563.5137,180771.1489,-0.13435617844430972,51.511021036216036
1132,0,0,0,0,320.89,4.5,307.37,0,529571.8195,180772.6221,-0.13423601753747424,51.51103237255579
1133,0,0,0,0,328.04,4.24,315.42,0,529573.6112,180764.0902,-0.13421334611131783,51.510955288645754
1134,0,0,0,0,336.91,6.95,325.3,0,529575.9985,180753.8075,-0.13418273980339956,51.51086233440085
1135,0,0,0,0,344.43,9.23,329.8,0,529591.1396,180758.8607,-0.1339628231019306,51.51090427668411
1136,0,0,0,0,348.75,9.67,334.56,0,529592.5235,180753.9765,-0.1339446858077051,51.51086006686205
1137,0,0,0,0,352.61,11.63,339.1,0,529592.7404,180748.558,-0.13394355178857775,51.5108113228637
1138,0,0,0,0,358.75,17.55,345.73,0,529595.0313,180742.0571,-0.13391294570859522,51.510752376449275
1139,0,0,0,0,350.5,8.42,341.19,0,529576.3169,180735.1467,-0.13418500588001941,51.51069456288455
1140,0,0,0,0,348.08,10.55,339.43,0,529572.3903,180734.7944,-0.134241685657374,51.51069229648556
1141,0,0,0,0,344.05,15.55,336.5,0,529565.9466,180734.3778,-0.1343346400114565,51.51069002886629
1142,0,0,0,0,342.52,20.3,335.92,0,529561.508,180732.4987,-0.13439925406579434,51.510674158826475
1143,0,0,0,0,338.74,24.67,332.96,0,529556.3003,180732.9966,-0.13447407193749164,51.510679826264926
1144,0,0,0,0,336.14,21.84,331.41,0,529550.8985,180731.8498,-0.13455228899368807,51.510670757727524
1145,0,0,0,0,333.8,18.78,330.14,0,529545.6572,180730.581,-0.13462823930286225,51.51066055599953
1146,0,0,0,0,332.43,13.5,322.0,0,529569.0861,180753.2528,-0.13428249539552228,51.51085893315025
1147,0,0,0,0,331.05,16.51,328.52,0,529539.9375,180729.5522,-0.13471099133973982,51.51065262060013
1148,0,0,0,0,328.18,15.88,326.76,0,529534.2114,180728.7755,-0.1347937429889982,51.51064695214976
1149,0,0,0,0,323.87,15.93,323.94,0,529526.3518,180728.323,-0.13490710202054534,51.51064468574184
1150,0,0,0,0,319.66,19.79,321.52,0,529517.4857,180727.214,-0.13503519746211892,51.510636749962536
1151,0,0,0,0,318.0,25.43,320.86,0,529512.8705,180726.0873,-0.13510207845696715,51.51062768155304
1152,0,0,0,0,315.75,23.74,319.6,0,529508.0032,180725.5849,-0.13517236103634703,51.5106242812183
1153,0,0,0,0,441.34,11.0,434.15,0,529621.6791,180653.9334,-0.1335615336535488,51.50995433073615
1154,0,0,0,0,440.79,10.94,434.78,0,529615.6496,180649.617,-0.1336499536114548,51.50991692248332
1155,0,0,0,0,438.5,11.19,433.11,0,529611.2575,180649.0004,-0.13371343346570758,51.5099123878314
1156,0,0,0,0,437.88,14.13,433.16,0,529607.6118,180646.8892,-0.13376671280616612,51.50989425061658
1157,0,0,0,0,407.78,9.55,401.32,0,529598.6997,180678.4494,-0.13388347213047838,51.51017991411475
1158,0,0,0,0,408.87,9.6,401.76,0,529602.2795,180680.0544,-0.133831327463783,51.51019351742493
1159,0,0,0,0,410.92,5.46,403.29,0,529605.8128,180680.3968,-0.1337803161234312,51.51019578479148
1160,0,0,0,0,416.75,6.17,406.78,0,529619.7052,180685.0399,-0.13357853636262904,51.51023432709964
1161,0,0,0,0,417.48,10.95,406.46,0,529624.8035,180688.828,-0.13350372067059957,51.51026720105431
1162,0,0,0,0,402.97,12.18,395.2,0,529601.6998,180687.3558,-0.13383699485906966,51.510259265574724
1163,0,0,0,0,396.12,18.84,388.11,0,529598.7009,180693.8387,-0.1338778035825567,51.51031821248497
1164,0,0,0,0,391.52,23.46,383.4,0,529596.3923,180697.9425,-0.1339095445063306,51.51035562100542
1165,0,0,0,0,386.64,32.22,378.31,0,529594.3823,180702.6846,-0.13393675071779265,51.510398697291805
1166,0,0,0,0,381.16,37.33,372.46,0,529592.5826,180708.4412,-0.1339605557494186,51.51045084236719
1167,0,0,0,0,361.17,19.85,352.79,0,529579.2934,180723.3654,-0.1341464644651129,51.510588006203925
1168,0,0,0,0,358.6,20.54,350.92,0,529575.0522,180723.005,-0.13420767790659868,51.510585739107064
1169,1,0,1,0,354.94,21.16,347.91,1,529570.3887,180723.7691,-0.13427456038558755,51.51059367424468
1170,0,0,0,0,352.72,24.56,346.61,0,529565.5407,180722.5102,-0.13434484274221523,51.510583471563166
1171,0,0,0,0,365.74,21.42,356.46,0,529585.5236,180722.8935,-0.13405691135632183,51.51058233793274
1172,0,0,0,0,361.75,16.6,351.99,0,529584.9263,180727.7978,-0.13406371277359885,51.51062654814318
1173,0,0,0,0,357.55,12.19,347.6,0,529583.0143,180731.7855,-0.13408978490696855,51.51066282239284
1174,0,0,0,0,411.82,24.42,385.8,0,529679.3538,180762.7506,-0.13269093833933998,51.5109190138854
1175,0,0,0,0,407.03,19.33,380.71,0,529676.5636,180767.2205,-0.1327294801416028,51.51095982316293
1176,0,0,0,0,402.64,14.74,375.94,0,529674.3208,180771.8305,-0.13276008689603244,51.51100176595002
1177,0,0,0,0,397.62,10.32,370.4,0,529672.0491,180777.575,-0.13279069305635324,51.511053910731256
1178,0,0,0,0,387.97,10.67,363.9,0,529654.1857,180768.1632,-0.13305141931179504,51.510973425458154
1179,0,0,0,0,381.27,6.79,356.82,0,529650.2525,180774.2438,-0.13310583119559982,51.51102897147615
1180,0,0,0,0,375.54,7.88,350.5,0,529647.6501,180780.6106,-0.13314097189151056,51.51108678438542
1181,0,0,0,0,390.38,7.32,362.67,0,529667.7819,180784.4039,-0.13284964003026553,51.51111625816937
1182,1,0,1,0,386.03,10.94,357.72,1,529666.1426,180790.0384,-0.13287117894684802,51.51116726940315
1183,0,0,0,0,348.59,7.36,316.41,0,529645.908,180830.3919,-0.13314777311500184,51.511534551862496
1184,0,0,0,0,353.06,12.54,319.53,0,529653.0416,180834.6104,-0.13304348414485703,51.51157082677981
1185,0,0,0,0,339.03,16.69,302.77,0,529647.1623,180855.2737,-0.13312056725263963,51.511757868838714
1186,0,0,0,0,335.12,8.39,306.59,0,529625.4426,180821.1661,-0.1334459075086485,51.51145633373479
1187,0,0,0,0,326.31,2.85,296.71,0,529620.9411,180831.0165,-0.13350712048225077,51.51154588778242
1188,0,0,0,0,322.59,7.75,292.39,0,529619.3244,180835.7686,-0.13352865895002702,51.5115889638825
1189,1,0,1,0,311.2,4.95,279.8,1,529612.5754,180847.3276,-0.13362161362103775,51.51169438760613
1190,0,0,0,0,307.32,10.08,275.09,0,529611.0936,180852.9662,-0.13364088380615602,51.51174539945436
1191,0,0,0,0,290.17,13.47,255.07,0,529602.0552,180874.0535,-0.13376331213217624,51.51193697545594
1192,0,0,0,0,284.31,8.68,247.68,0,529599.6149,180883.3257,-0.13379505268586903,51.5120208609059
1193,0,0,0,0,281.15,9.78,243.62,0,529598.3001,180888.5901,-0.13381205543557892,51.51206847164386
1194,0,0,0,0,292.49,6.01,251.56,0,529613.9446,180898.5758,-0.13358307071898995,51.51215462454402
1195,0,0,0,0,285.1,14.4,243.26,0,529608.4881,180905.7528,-0.13365902103705588,51.51222037242168
1196,0,0,0,0,280.4,12.16,241.28,0,529600.1651,180895.7015,-0.13378258336519114,51.51213195207866
1197,0,0,0,0,273.33,21.28,233.09,0,529595.4005,180903.5269,-0.1338483308228667,51.512203368236
1198,0,0,0,0,270.67,22.06,231.18,0,529591.9091,180901.5458,-0.13389934274771173,51.51218636480145
1199,0,0,0,0,278.0,12.89,240.51,0,529595.433,180889.9045,-0.13385286559028267,51.512080940742074
1200,0,0,0,0,269.16,22.21,230.61,0,529589.1578,180898.3221,-0.1339401517848416,51.51215802491553
1201,0,0,0,0,267.19,21.93,229.77,0,529585.7082,180894.7022,-0.13399116341371212,51.512126284502145
1202,0,0,0,0,265.0,20.34,228.7,0,529582.0162,180891.3284,-0.13404557572347042,51.512096811227416
1203,1,0,1,0,262.34,17.67,226.84,1,529578.4398,180889.5974,-0.13409771981679444,51.51208207474751
1204,0,0,0,0,262.13,12.75,227.94,0,529576.1235,180884.745,-0.1341328616827649,51.51203899852688
1205,0,0,0,0,260.41,8.39,227.27,0,529572.8938,180881.7614,-0.1341804723404446,51.51201292586509
1206,0,0,0,0,260.19,5.97,227.79,0,529571.4636,180879.2021,-0.1342020102303971,51.51199025394634
1207,0,0,0,0,268.9,13.41,238.2,0,529575.758,180868.2112,-0.13414419679998574,51.51189049839653
1208,0,0,0,0,269.58,13.65,237.66,0,529578.5655,180872.3193,-0.13410225397308256,51.51192677329619
1209,0,0,0,0,270.51,15.6,237.46,0,529581.3826,180876.0492,-0.13406031169520155,51.51195964722028
1210,1,0,1,0,272.92,19.39,238.89,1,529585.1758,180878.5426,-0.13400476534849548,51.511981185448455
1211,0,0,0,0,274.02,19.78,238.73,0,529588.2914,180882.9108,-0.13395828946323987,51.51201972713105
1212,0,0,0,0,275.54,16.67,239.35,0,529591.1311,180885.7583,-0.13391634555378598,51.51204466598237
1213,0,0,0,0,237.55,14.36,215.07,0,529535.2557,180860.7455,-0.13473026200260696,51.511832684921096
1214,0,0,0,0,238.17,20.6,214.11,0,529538.6893,180864.9957,-0.13467925027523447,51.51187009363337
1215,0,0,0,0,238.91,21.66,213.32,0,529542.0474,180869.1178,-0.1346293728600952,51.51190636842305
1216,0,0,0,0,239.2,23.21,212.63,0,529544.0218,180871.9432,-0.13459989981791692,51.51193130712237
1217,0,0,0,0,240.5,25.27,212.6,0,529547.3992,180875.309,-0.1345500219546492,51.51196078083233
1218,0,0,0,0,242.05,15.36,213.08,0,529550.4845,180877.7843,-0.1345046778574982,51.51198231879797
1219,1,0,1,0,242.79,13.45,212.78,1,529552.849,180880.7458,-0.13446953639556583,51.5120083911876
1220,0,0,0,0,244.52,11.62,213.23,0,529556.3869,180883.9895,-0.13441739162143307,51.51203673079886
1221,0,0,0,0,249.57,6.54,218.95,0,529559.5076,180878.8973,-0.13437431592913898,51.51199025393662
1222,0,0,0,0,253.09,4.1,222.74,0,529561.9445,180875.932,-0.13434030770406755,51.51196304747357
1223,0,0,0,0,258.6,6.51,228.85,0,529565.4617,180870.7238,-0.13429156425023137,51.51191543729157
1224,0,0,0,0,260.88,8.68,231.36,0,529566.9322,180868.6169,-0.13427115929754957,51.511896166372516
1225,0,0,0,0,218.91,14.83,195.34,0,529522.9768,180876.2002,-0.13490143323280784,51.51197438363592
1226,0,0,0,0,219.95,18.23,195.1,0,529525.8951,180879.0497,-0.1348583571173628,51.511999322801934
1227,0,0,0,0,221.76,18.37,196.17,0,529528.5469,180880.0003,-0.13481981617764163,51.51200725818759
1228,0,0,0,0,224.01,18.55,195.4,0,529535.1284,180887.358,-0.13472232659112005,51.51207187202551
1229,0,0,0,0,226.41,21.46,196.46,0,529539.1543,180889.9835,-0.13466338049669596,51.512094544407546
1230,0,0,0,0,227.53,23.9,196.17,0,529542.2074,180893.7194,-0.13461803730635882,51.51212741839575
1231,1,0,1,0,231.18,18.25,197.91,1,529548.0426,180897.7656,-0.1345325113662322,51.512162443638736
1232,0,0,0,0,233.73,13.23,198.95,0,529552.3645,180901.4135,-0.1344689266113598,51.5121942360926
1233,0,0,0,0,236.12,9.18,199.72,0,529556.669,180905.7457,-0.1344053411333207,51.51223218207883
1234,0,0,0,0,238.27,7.45,200.94,0,529559.816,180907.9942,-0.13435919134022256,51.5122516676713
1235,0,0,0,0,253.38,8.79,220.13,0,529567.0722,180885.9257,-0.13426278775557332,51.512051682855
1236,0,0,0,0,249.69,11.91,216.1,0,529564.4289,180889.0537,-0.13429970889984438,51.512080398758535
1237,0,0,0,0,246.2,11.51,212.24,0,529561.9992,180892.1871,-0.1343335517703773,51.512109114244026
1238,0,0,0,0,248.07,8.39,213.1,0,529565.1375,180894.7778,-0.1342874017295323,51.512131677042824
1239,2,0,2,0,250.3,6.65,214.33,1,529568.5634,180897.2616,-0.13423714878074347,51.51215321325616
1240,0,0,0,0,251.96,6.74,215.05,0,529571.4142,180899.9591,-0.134195100108025,51.51217680166272
1241,0,0,0,0,253.4,8.7,215.44,0,529574.1792,180903.225,-0.13415407840195542,51.51220551773741
1242,0,0,0,0,242.14,10.6,202.73,0,529565.9358,180913.7421,-0.13426894123803093,51.51230192014121
1243,0,0,0,0,232.82,14.08,194.62,0,529556.0414,180913.604,-0.13441149494556034,51.51230294584253
1244,0,0,0,0,236.09,9.53,195.38,0,529561.9723,180921.1731,-0.13432329673775223,51.512369608160014
1245,0,0,0,0,231.79,12.62,190.18,0,529558.995,180926.2326,-0.13436431942365207,51.512415758325055
1246,0,0,0,0,228.93,20.69,190.14,0,529553.2384,180917.4127,-0.13445046653762335,51.51233781551526
1247,2,0,2,0,225.78,16.49,186.33,1,529551.1499,180921.1254,-0.13447918290941452,51.51237165877844
1248,0,0,0,0,222.2,12.02,182.05,0,529548.6287,180925.0554,-0.13451405147586185,51.512407553960045
1249,0,0,0,0,228.63,13.2,186.67,0,529556.4375,180928.7922,-0.13440021387859138,51.512439346516814
1250,1,0,1,0,225.49,9.13,182.5,1,529554.5306,180933.7649,-0.13442585219141115,51.512484471400455
1251,2,0,2,0,218.54,6.76,177.4,1,529546.2948,180930.0172,-0.13454584372767486,51.51245267867852
1252,0,0,0,0,217.84,4.96,173.62,0,529548.4352,180941.0273,-0.13451097465858528,51.512551132565015
1253,12,0,12,0,211.79,6.07,170.25,1,529540.4423,180934.1329,-0.13462862311975743,51.51249100574582
1254,1,0,1,0,214.06,16.35,175.96,1,529539.0648,180921.9186,-0.1346529463379055,51.51238155531767
1255,1,0,1,0,208.84,12.34,169.13,1,529536.0028,180929.4187,-0.13469429333889682,51.51244965765364
1256,1,0,1,0,205.82,20.25,167.13,1,529532.2503,180927.5638,-0.13474901938598224,51.512433847773806
1257,1,0,1,0,201.74,26.01,164.84,1,529526.7671,180924.041,-0.13482928390438328,51.51240344538424
1258,1,0,1,0,197.75,26.39,162.41,1,529521.5974,180921.4734,-0.1349046825560315,51.512381555213196
1259,1,0,1,0,194.51,23.94,160.59,1,529517.2646,180919.1978,-0.13496792058311646,51.51236209743784
1260,1,0,1,0,202.89,8.72,156.78,1,529535.6596,180952.8211,-0.1346906454564567,51.512660046053114
1261,0,0,0,0,194.16,16.95,152.33,0,529524.361,180942.2485,-0.13485725438981241,51.51256762138426
1262,0,0,0,0,190.97,32.1,150.06,0,529520.6826,180940.8015,-0.13491076358275916,51.51255546012435
1263,2,0,2,0,188.25,26.02,148.38,1,529517.3521,180938.9574,-0.13495940787915114,51.512539650554075
1264,0,0,0,0,215.44,10.49,186.43,0,529528.724,180893.6428,-0.1348122579064172,51.51212981837266
1265,1,0,1,0,212.59,9.0,182.99,1,529527.2033,180896.9872,-0.13483293195515608,51.51216022171102
1266,1,0,1,0,207.14,6.46,181.65,1,529516.8518,180889.0099,-0.1349849457719247,51.51209090303783
1267,0,0,0,0,161.73,18.01,130.42,0,529486.5729,180930.7302,-0.13540572343034574,51.51247276355981
1268,0,1,1,0,191.52,9.21,143.23,1,529525.926,180963.6697,-0.13482685153518498,51.512759768343315
1269,1,0,1,0,186.74,8.46,138.54,1,529521.254,180964.7685,-0.1348937368745277,51.512770712945574
1270,2,0,2,0,181.34,17.64,135.94,1,529514.6756,180957.8346,-0.13499102754305659,51.51270990682898
1271,0,0,0,0,175.4,26.07,132.23,0,529507.7752,180953.599,-0.1350919652459334,51.51267342312101
1272,5,0,5,0,172.64,19.56,131.15,1,529504.1485,180950.1235,-0.13514547436019464,51.512643020438794
1273,0,1,1,0,181.22,6.11,129.86,1,529516.9847,180976.5683,-0.134950894610354,51.512877731713765
1274,0,1,1,0,178.31,9.05,127.99,1,529513.8436,180973.9171,-0.13499710762655026,51.51285462560814
1275,0,1,1,0,172.89,15.49,124.19,1,529508.023,180970.3856,-0.13508223534799618,51.512824222139265
1276,0,1,1,0,168.77,21.37,121.94,1,529503.3165,180966.2059,-0.13515155496674774,51.51278773831771
1277,0,1,1,0,166.1,22.55,120.1,1,529500.3976,180964.7783,-0.13519411849106094,51.51277557734838
1278,0,1,1,0,164.13,19.54,119.12,1,529498.0831,180962.8248,-0.1352281700956783,51.51275855186918
1279,0,1,1,0,163.1,17.88,118.65,1,529496.8449,180961.7107,-0.13524641217929084,51.51274882334186
1280,2,0,2,0,155.59,6.54,115.3,1,529487.6576,180954.4397,-0.13538140077294142,51.51268558488023
1281,2,0,2,0,148.29,12.53,106.62,1,529481.5854,180960.7806,-0.13546652901808862,51.51274395882957
1282,0,0,0,0,142.87,20.8,99.29,0,529477.2818,180967.3018,-0.13552611896086536,51.5128035480966
1283,0,0,0,0,139.6,16.62,94.85,0,529474.566,180971.157,-0.1355638188653395,51.512838815325374
1284,1,0,1,0,136.52,10.33,89.41,1,529472.2101,180977.4573,-0.13559543818887085,51.512895973477725
1285,3,0,3,0,132.37,7.06,83.5,1,529468.4473,180982.6391,-0.1356477310024002,51.51294340211295
1286,3,0,3,0,126.88,15.54,81.77,1,529462.4355,180976.667,-0.13573650767803658,51.51289110904677
